state_name,county_name,Debt_All,Debt_Communities_Color,Debt_Majorities_White,Avg_Household_Income_All,Avg_Non_White_Income,Avg_Non_Hispanic
Texas,EASTLAND,.3328076,49,.3328076,61234,77046,59128
Texas,ECTOR,.3860644,.363501,.4656489,84688,73536,104719
Texas,EDWARDS,.3114754,49,49,59159,39924,73574
Texas,ELLIS,.3907121,.3043478,.4056144,95244,70708,108373
Texas,EL,.3458446,.3459788,49,62655,59004,84483
Texas,ERATH,.3408521,49,.3406224,74589,60512,77779
Texas,FANNIN,.3460111,49,.3463324,72914,46532,77003
Texas,FISHER,.3521127,49,.3880597,65512,50049,74511
Texas,FORT,.3129786,.3154478,.3628641,126968,116405,144059
Texas,FREESTONE,.3769633,49,.3602015,69203,54411,74745
Texas,FRIO,.3703704,.3703704,49,67332,57925,99325
Texas,GAINES,.3926606,.3866667,.3944563,79384,87784,74408
Texas,GALVESTON,.3451005,.3426871,.3733514,97586,78035,109574
Texas,GARZA,.3307692,.3387097,49,72314,49680,87233
Texas,GILLESPIE,.3256743,49,.3271222,82523,67098,85138
Texas,GLASSCOCK,49,49,49,105467,43483,137392
Texas,GOLIAD,.3688889,49,49,77169,50450,94662
Texas,GONZALES,.3583724,.3551402,.452381,76060,58797,93577
Texas,GRAY,.3030794,49,.3061564,66482,54946,70237
Texas,GREGG,.3214791,.2848485,.3395523,76229,57390,87095
Texas,GRIMES,.3603936,49,.3425287,77395,51325,89015
Texas,GUADALUPE,.4113012,49,.3909091,94096,83825,102420
Texas,HALE,.3310811,.3287514,49,60390,51637,72264
Texas,HALL,.3222222,49,49,53651,38894,61287
Texas,HAMILTON,.3379791,49,.3379791,70739,41098,74022
Texas,HANSFORD,.2774194,49,49,55316,41351,65867
Texas,HARDEMAN,.3165468,49,.3272727,55938,42478,60760
Texas,HARDIN,.3795694,49,.3795694,80698,69900,81956
Texas,HARRIS,.2798331,.259627,.2826445,92488,70469,133211
Texas,HARTLEY,.3894737,49,49,73016,61976,76880
Texas,HASKELL,.2316384,49,.24375,49230,37697,53127
Texas,HAYS,.3772671,.4321343,.3227041,95570,86133,101503
Texas,HEMPHILL,.4019608,49,.4019608,93374,57492,108562
Texas,HENDERSON,.3163882,49,.3126963,69813,50727,73840
Texas,HIDALGO,.3159063,.3147922,49,58371,56589,76041
Texas,HILL,.3209459,49,.3256379,69572,53825,74304
Texas,HOCKLEY,.3616734,49,.3466667,64011,50065,74744
Texas,HOOD,.357174,49,.3573298,89286,87738,89452
Texas,HOPKINS,.3225532,49,.3246528,70270,50157,75861
Texas,HOUSTON,.3323529,49,.3811659,51799,37806,58004
Texas,HOWARD,.3579154,49,.48,73064,52214,86547
Texas,HUDSPETH,.3367347,.3827161,49,46896,32635,75815
Texas,HUNT,.3484163,49,.3712121,70814,44294,78441
Texas,HUTCHINSON,.3539568,49,.3568282,66016,55582,68642
Texas,IRION,49,49,49,66890,53356,70386
Texas,JACK,.35,49,.35,67103,42438,70001
Texas,JASPER,.3310044,49,.3506686,64222,49461,67914
Texas,JEFF,.4415585,49,49,57275,50871,59503
Texas,JIM,.3710302,.3742437,.4262295,62079,58304,78860
Texas,JONES,.3714286,49,.3914373,67098,48125,73547
Texas,KARNES,.3167028,.3294461,.2820513,89471,60227,118606
Texas,KAUFMAN,.3991399,49,.4091669,90256,77927,95924
Texas,KENDALL,.3514229,49,.3510393,130088,98697,138235
Texas,KENEDY,49,49,49,39930,39750,41296
Texas,KENT,49,49,49,73663,35926,81311
Texas,KERR,.253362,49,.2589928,78994,57097,85842
Texas,KIMBLE,.2089552,49,.2105263,72565,49714,78325
Texas,KINNEY,.3061225,49,49,49365,50782,48331
Texas,KLEBERG,.356383,.3606557,49,59512,53002,77948
Texas,KNOX,.3765432,49,.4,60846,48991,67750
Texas,LAMAR,.3339254,49,.3353511,60777,41683,66210
Texas,LAMB,.3185185,.3169014,49,59521,48791,70405
Texas,LAMPASAS,.3553531,49,.3499407,75447,74532,75719
Texas,LAVACA,.299187,49,.2883064,79698,55706,86157
Texas,LEON,.3183926,49,.3188854,75277,60488,78865
Texas,LIBERTY,.346839,49,.3468883,68005,49008,76214
Texas,LIMESTONE,.3504611,49,.3593315,59351,46383,66102
Texas,LIPSCOMB,.3191489,49,.372549,76016,59922,82048
Texas,LIVE,.4305556,49,49,71127,52382,79154
Texas,LLANO,.2911227,49,.2900262,85015,78617,85616
Texas,LOVING,49,49,49,105773,17480,123432
Texas,LUBBOCK,.3382134,.2878873,.3782372,75106,56692,87385
Texas,LYNN,.3546798,49,49,65295,47669,78969
Texas,MCCULLOCH,.3104693,49,49,58812,53018,61476
Texas,MCLENNAN,.3470297,.2760618,.3810665,69956,57061,78208
Texas,MCMULLEN,49,49,49,92126,47192,124466
Texas,MARTIN,49,49,49,91265,66619,104886
Texas,MATAGORDA,.3368514,49,.283237,64806,50844,78861
Texas,MAVERICK,.3117409,.3319815,49,53367,52239,87846
Texas,MEDINA,.3830214,.3963134,.4342105,82279,72334,91092
Texas,MENARD,.2857143,49,49,51304,37979,59986
Texas,MIDLAND,.3727289,.3765079,.362862,107722,82007,131129
Texas,MILAM,.3614907,49,.3799622,65836,48810,73892
Texas,MILLS,.2645161,49,.2684564,66818,51628,69791
Texas,MITCHELL,.4061135,49,49,73526,56640,86347
Texas,MONTAGUE,.3314763,49,.3314763,68126,51056,70319
Texas,MOORE,.2740385,.2728873,49,67850,58196,80711
Texas,MORRIS,.3568548,49,.3838028,55192,40024,61998
Texas,MOTLEY,49,49,49,65925,54859,67805
Texas,NACOGDOCHES,.286385,49,.3293698,62423,48409,70544
Texas,NAVARRO,.3372851,49,.3361702,65225,51341,73143
Texas,NEWTON,.3602305,.2714286,.3826715,54004,37177,59337
Texas,NOLAN,.335391,49,49,64120,56987,68182
Texas,NUECES,.3486074,.3510132,.3527534,73358,67196,85485
Texas,OCHILTREE,.2841328,49,49,68093,56124,77712
Texas,OLDHAM,.3787879,49,.3787879,84947,61673,88517
Texas,PALO,.3174452,49,.3212181,66155,52760,69154
Texas,PANOLA,.3471295,49,.3477673,68305,54705,72048
Texas,PARKER,.3855209,49,.3858954,100470,96103,101072
Texas,PARMER,.3308271,.3366337,49,68099,56869,82325
Texas,PECOS,.35141,.3611111,49,68797,63209,82268
Texas,POTTER,.2752747,.255102,.2885135,53195,47853,58087
Texas,PRESIDIO,.2454545,.2454545,49,38032,31030,61311
Texas,RAINS,.3221154,49,.3221154,71527,51092,74063
Texas,RANDALL,.360036,.3529412,.361782,89410,83465,91022
Texas,REAGAN,.4174757,.4174757,49,79512,68319,97555
Texas,REAL,.2869565,49,.2869565,48276,38532,49728
Texas,RED,.3356164,49,.3574145,52213,32931,58915
Texas,REEVES,.3333333,.335,49,65457,57561,84690
Texas,REFUGIO,.3632287,.4036697,49,61935,57844,66029
Texas,ROBERTS,49,49,49,81712,64650,82299
Texas,ROBERTSON,.3377111,49,.3443983,67904,52997,77255
Texas,ROCKWALL,.3955923,49,.3960674,133824,106103,142797
Texas,RUNNELS,.3823529,49,.4104804,61133,52853,64473
Texas,SABINE,.3646409,49,.3646409,57482,39602,59923
Texas,SCHLEICHER,.368421,49,49,61890,54804,69830
Texas,SCURRY,.3248031,49,.4262295,69818,59277,77118
Texas,SHACKELFORD,.3482143,49,.3398058,60781,56238,61274
Texas,SHELBY,.3231132,49,.3057325,57887,37978,67161
Texas,SHERMAN,.4411765,49,49,82530,51169,98233
Texas,SMITH,.3161106,.2635036,.3416739,79183,63005,87843
Texas,SOMERVELL,.3540146,49,.3540146,79424,36396,86555
Texas,STARR,.3027108,.3025641,49,47269,47135,66208
Texas,STEPHENS,.3571429,49,.3571429,64763,54287,67123
Texas,STERLING,49,49,49,73677,76811,70571
Texas,STONEWALL,49,49,49,62955,33165,71306
Texas,SUTTON,.4107143,.4181818,49,66252,60102,74624
Texas,SWISHER,.3125,49,49,54469,40893,64740
Texas,TARRANT,.3139344,.2787899,.3315596,94469,75702,111435
Texas,TERRELL,49,49,49,53102,43765,63377
Texas,TERRY,.3645833,.3628319,49,62202,50359,73717
Texas,THROCKMORTON,49,49,49,61731,58010,62259
Texas,TITUS,.3537832,49,49,62814,51450,72852
Texas,TOM,.3554677,.3391039,.3747036,76496,64322,84844
Texas,TRAVIS,.2996854,.298409,.2792821,114226,82686,137698
Texas,TRINITY,.2910284,49,.2929516,58110,41572,61690
Texas,UPTON,.3728814,.3333333,49,65771,56403,77516
Texas,UVALDE,.3688431,.3719248,.3289474,56889,49480,71330
Texas,VAL,.3392857,.3493014,49,62498,54843,91636
Texas,VAN,.3426907,49,.3426907,74068,52203,77120
Texas,VICTORIA,.300346,.2764977,.3338816,77910,58979,95844
Texas,WALKER,.3333333,49,.3558282,61332,44000,70757
Texas,WALLER,.364699,.3494229,.3519313,81912,55841,105331
Texas,WARD,.3705584,.3778409,49,73249,62704,86854
Texas,WEBB,.2765673,.2775266,49,71396,62894,81314
Texas,WHARTON,.3215573,.2386364,.3865031,67704,54410,79209
Texas,WHEELER,.3278688,49,.3278688,65413,40945,74539
Texas,WICHITA,.331669,49,.3528252,66883,54610,71735
Texas,WILBARGER,.3772152,49,49,59547,51834,63207
Texas,WILLACY,.3206107,.3247525,49,47742,43293,76662
Texas,WILLIAMSON,.3742012,49,.3660732,109561,98955,115449
Texas,WILSON,.4193346,.4084507,.4250814,96088,84035,102664
Texas,WINKLER,.407563,.3942308,49,71503,63915,81348
Texas,YOAKUM,.3653846,.3653846,49,80243,74873,89170
Texas,YOUNG,.3146417,49,.3135726,67391,54849,69414
Texas,ZAPATA,.2682927,.2682927,49,60551,60332,63099
Texas,ZAVALA,.3147541,.3125,49,41014,40857,46127
Utah,BEAVER,.3776596,49,.3776596,66772,60120,67714
Utah,BOX,.3858173,49,.3858173,75069,61274,76690
Utah,CACHE,.3262451,49,.3260135,76347,59585,78658
Utah,DAGGETT,49,49,49,80329,49,80329
Utah,DAVIS,.3679992,49,.3687488,104887,77596,109123
Utah,DUCHESNE,.351735,49,.351735,72088,61261,73688
Utah,EMERY,.4078947,49,.4078947,63786,45828,64681
Utah,JUAB,.3411765,49,.3421829,73358,67818,73647
Utah,KANE,.2568093,49,.2568093,65456,67569,65318
Utah,MILLARD,.3539604,49,.3604061,75015,55717,77852
Utah,PIUTE,49,49,49,57805,28900,58702
Utah,RICH,.3098592,49,.3098592,77129,28815,79778
Utah,SALT,.3267879,.2656505,.3246633,101876,78949,109014
Utah,SANPETE,.3469388,49,.3447853,67713,53124,68659
Utah,SEVIER,.37,49,.37,66377,60191,66717
Utah,SUMMIT,.3230466,49,.3298898,156817,99499,163365
Utah,TOOELE,.4257065,49,.4291027,87638,66328,92102
Utah,UINTAH,.3576567,.3378378,.3620885,81018,86496,80178
Utah,UTAH,.3594247,49,.3583763,99329,73638,103921
Utah,WASATCH,.3343109,49,.3343109,110577,72673,115788
Utah,WEBER,.3789833,49,.3799898,87362,77200,89711
Vermont,ADDISON,.3795435,49,.3777589,84865,82496,84970
Vermont,BENNINGTON,.3825944,49,.3816983,80354,69881,80814
Vermont,CALEDONIA,.4428152,49,.4471545,69923,51209,70758
Vermont,CHITTENDEN,.3506079,49,.3527155,98519,70376,101392
Vermont,GRAND,.4182509,49,.4182509,92902,88628,93181
Vermont,LAMOILLE,.4578588,49,.4553776,86436,68886,87087
Vermont,ORLEANS,.4095745,49,.4102564,62234,48960,62935
Vermont,RUTLAND,.4272461,49,.4282888,71158,73594,71088
Vermont,WINDHAM,.3375,49,.3378654,71700,51085,72757
Vermont,WINDSOR,.3996034,49,.3996865,80880,79593,80928
Virginia,ACCOMACK,.2738408,.2742616,.2801664,63100,49308,69458
Virginia,ALBEMARLE,.2463726,49,.2455143,120456,108244,123010
Virginia,ALLEGHANY,.2418773,49,.2418773,62034,41048,63658
Virginia,AMELIA,.3708087,49,.3957346,79721,59524,87194
Virginia,AMHERST,.3175258,49,.3181818,66613,52249,70858
Virginia,APPOMATTOX,.3233083,49,.3282443,71750,48818,76957
Virginia,ARLINGTON,.2001288,.2274705,.1964898,158886,113605,183220
Virginia,AUGUSTA,.3267163,49,.3259856,75789,56498,77098
Virginia,BATH,.2985075,49,.2985075,61939,32249,63464
Virginia,BEDFORD,.2949695,49,.2953071,89999,91832,89855
Virginia,BLAND,.431694,49,.431694,61815,23513,62306
Virginia,BOTETOURT,.3163265,49,.3163265,88162,114878,86725
Virginia,BRUNSWICK,.3163482,.3333333,.1764706,54587,40888,69583
Virginia,BUCHANAN,.3174342,49,.3202726,45295,40942,45416
Virginia,BUCKINGHAM,.2921348,49,.2741936,56906,46535,62249
Virginia,CAROLINE,.3703704,49,.3856975,82521,79305,84095
Virginia,CARROLL,.3050279,49,.3050279,58974,50572,59179
Virginia,CHARLES,.3095238,49,49,83035,74649,93260
Virginia,CHARLOTTE,.3118503,49,.2820513,54952,41863,60607
Virginia,CHESTERFIELD,.3307799,.3154122,.3256566,101694,85985,109889
Virginia,CLARKE,.3417476,49,.3451677,105454,66973,109898
Virginia,CRAIG,.3262411,49,.3309352,65971,96014,65879
Virginia,CULPEPER,.3716923,49,.3718188,93110,76439,97937
Virginia,CUMBERLAND,.2640949,49,.2574032,59889,45473,67487
Virginia,DICKENSON,.3963554,49,.3963554,57700,44035,57780
Virginia,DINWIDDIE,.3505402,.3169399,.3769401,75608,63836,82436
Virginia,ESSEX,.2893519,49,.3382353,62500,48367,72668
Virginia,FAUQUIER,.3396773,49,.344416,132099,74292,143299
Virginia,FLOYD,.299569,49,.299569,62691,41637,64077
Virginia,FLUVANNA,.3295455,49,.3270525,101489,77149,105718
Virginia,FREDERICK,.3708609,49,.3709902,97434,84304,99078
Virginia,GILES,.3202358,49,.3208661,63802,58719,63988
Virginia,GLOUCESTER,.365493,49,.3737075,83482,77745,84402
Virginia,GOOCHLAND,.3015464,49,.3005181,134904,78952,147540
Virginia,GRAYSON,.3006682,49,.3006682,50190,29431,51322
Virginia,GREENE,.3256956,49,.3251232,82593,72421,84310
Virginia,GREENSVILLE,.3317972,.3353294,49,57215,51118,63838
Virginia,HALIFAX,.2753346,49,.28223,56329,42783,64535
Virginia,HANOVER,.3226265,49,.3226265,110344,82479,114865
Virginia,HENRICO,.2904673,.3392619,.2718627,98334,77340,113818
Virginia,HENRY,.2987402,49,.2963295,50970,48112,52106
Virginia,HIGHLAND,.2380952,49,.2380952,63998,45800,64151
Virginia,ISLE,.3549161,49,.3571429,91535,66530,101199
Virginia,JAMES,.3294118,49,.3300267,110625,87233,116686
Virginia,LANCASTER,.2563452,49,.2633229,83097,50029,97142
Virginia,LEE,.3116057,49,.3094099,48605,180819,47188
Virginia,LOUDOUN,.3084212,.2816124,.3227886,176974,157904,188927
Virginia,LOUISA,.3330565,49,.3333333,84207,61927,89761
Virginia,LUNENBURG,.3529412,49,.4366197,53065,41711,60486
Virginia,MADISON,.32,49,.3130699,78197,60309,80854
Virginia,MATHEWS,.3276596,49,.3171806,81363,42763,88477
Virginia,MECKLENBURG,.2865792,49,.3070866,59946,45245,67568
Virginia,MIDDLESEX,.3152866,49,.3151125,70255,58860,73117
Virginia,MONTGOMERY,.2480469,49,.2494033,77645,63123,79693
Virginia,NELSON,.2804878,49,.2795275,82523,60681,87402
Virginia,NEW,.3878327,49,.3791469,101297,95775,102524
Virginia,NORTHAMPTON,.2718676,49,.2761905,64936,46869,76623
Virginia,NORTHUMBERLAND,.3017456,49,.3049451,80208,66396,84716
Virginia,NOTTOWAY,.3076923,49,.3561644,67917,67823,67978
Virginia,ORANGE,.3415254,49,.3430783,82025,68649,84630
Virginia,PAGE,.25,49,.25,62028,48223,62511
Virginia,PATRICK,.3599222,49,.3536585,54469,60280,54021
Virginia,PITTSYLVANIA,.2691218,49,.2616279,61223,52361,63948
Virginia,POWHATAN,.3167899,49,.3167899,104561,71226,107824
Virginia,PRINCE,.3348168,.3288591,.3514695,130059,115409,145156
Virginia,PULASKI,.3416268,49,.3410183,65261,60548,65612
Virginia,RAPPAHANNOCK,.2805755,49,.2805755,101971,65377,105437
Virginia,ROCKBRIDGE,.2767203,49,.2762763,73807,96920,72520
Virginia,ROCKINGHAM,.2718405,49,.2724182,84655,81643,84921
Virginia,RUSSELL,.388535,49,.388535,51299,43197,51457
Virginia,SCOTT,.3343239,49,.3343239,53469,32009,53780
Virginia,SHENANDOAH,.3188832,49,.3191176,69718,57168,70879
Virginia,SMYTH,.3337004,49,.3340684,50876,43192,51227
Virginia,SOUTHAMPTON,.3562152,49,.3421053,68154,56202,75444
Virginia,SPOTSYLVANIA,.3545638,49,.3549258,106950,85272,115868
Virginia,STAFFORD,.3930932,49,.363587,128826,125933,130508
Virginia,SURRY,.3160622,49,49,70125,61397,77740
Virginia,SUSSEX,.3273273,.2580645,49,60202,50711,73914
Virginia,TAZEWELL,.3672107,49,.3665428,57165,60005,57051
Virginia,WARREN,.3473193,49,.3475894,84701,62731,86929
Virginia,WESTMORELAND,.2826446,49,.2895522,75030,68041,77933
Virginia,WISE,.3490099,49,.3490099,52791,53397,52771
Virginia,WYTHE,.3686975,49,.3686975,64960,43557,65968
Virginia,YORK,.33268,49,.3236423,113116,133697,106425
Virginia,ALEXANDRIA,.2609619,.2754854,.2544883,147537,106471,175192
Virginia,BRISTOL,.2715009,49,.2719595,53193,49119,53429
Virginia,BUENA,.2780488,49,.2780488,55417,45472,56632
Virginia,CHARLOTTESVILLE,.1759628,49,.1762735,93251,69235,102420
Virginia,CHESAPEAKE,.355749,.3023873,.3464567,97971,84659,106629
Virginia,COLONIAL,.3373913,49,.3373913,68797,53398,73134
Virginia,COVINGTON,.2429378,49,.2429378,57657,61585,57096
Virginia,DANVILLE,.2171642,49,49,51599,45010,59118
Virginia,EMPORIA,.3111111,.3111111,49,46692,41665,59839
Virginia,FAIRFAX,.2144608,49,49,138291,115754,152198
Virginia,FALLS,.2193878,49,.2270115,181261,100571,207553
Virginia,FREDERICKSBURG,.2997573,49,49,89208,80428,93692
Virginia,GALAX,.295082,49,.295082,53117,30445,56890
Virginia,HAMPTON,.340868,.3475655,.3058511,74653,72116,78336
Virginia,HARRISONBURG,.2438479,49,.2447447,65667,57595,68846
Virginia,HOPEWELL,.2880886,49,49,53893,47850,59764
Virginia,LEXINGTON,.2300885,49,.2300885,57639,32659,63820
Virginia,LYNCHBURG,.26106,49,.2785455,69107,61200,73149
Virginia,MANASSAS,.3763955,49,49,107214,110052,103759
Virginia,MARTINSVILLE,.2720764,49,49,53176,43040,64589
Virginia,NEWPORT,.3075718,.2974882,49,69805,61445,80903
Virginia,NORFOLK,.2805513,.2693941,.2980936,70842,53741,89375
Virginia,NORTON,.3284672,49,.3284672,48266,30527,49870
Virginia,PETERSBURG,.3198624,.3240175,49,53064,50025,68871
Virginia,POQUOSON,.3552631,49,.3552631,104312,119094,103348
Virginia,PORTSMOUTH,.3010284,.2968917,49,67492,57586,81970
Virginia,RADFORD,.2804233,49,.2936288,56946,74815,55312
Virginia,RICHMOND,.2437677,.2533684,.2345906,83723,46813,120250
Virginia,ROANOKE,.2504848,.2618725,.2532374,62891,52484,69691
Virginia,SALEM,.2651332,49,.2633495,78216,49459,81736
Virginia,STAUNTON,.295082,49,.2945368,69203,80024,67648
Virginia,SUFFOLK,.3715596,49,.4005602,97510,78712,115146
Virginia,VIRGINIA,.3239709,49,.3160522,98881,82399,107624
Virginia,WAYNESBORO,.2919419,49,.2919419,62228,41199,67926
Virginia,WILLIAMSBURG,.2687651,49,.270073,89601,61180,97703
Virginia,WINCHESTER,.2928731,49,.296729,78498,65956,82735
Washington,ASOTIN,.3236515,49,.3236515,70614,52245,72111
Washington,BENTON,.3216393,49,.3285383,92334,69247,99927
Washington,CHELAN,.2840404,49,.2833919,83381,51316,92827
Washington,CLALLAM,.2158657,.3333333,.2140856,68019,54488,70196
Washington,COWLITZ,.3284609,49,.3285509,75014,56574,77899
Washington,FERRY,.2527076,49,.25,60967,52356,63326
Washington,FRANKLIN,.3463285,.3733333,49,79129,57244,98434
Washington,GARFIELD,.3134328,49,.3134328,60910,33739,61942
Washington,GRAYS,.3056714,49,.3062606,77948,81251,77368
Washington,ISLAND,.3037884,49,.3024758,90484,78499,92963
Washington,KING,.2320067,.2401726,.223538,139525,122659,148660
Washington,KITSAP,.3099408,49,.3111397,97436,92008,98629
Washington,KITTITAS,.2708804,49,.2708804,70805,59921,72079
Washington,KLICKITAT,.3033241,49,.305949,72216,64687,73226
Washington,OKANOGAN,.2946824,.3317308,.2751269,59547,49821,62850
Washington,PACIFIC,.2770618,49,.2793734,58738,47206,60335
Washington,PEND,.2568182,49,.2568182,64996,59689,65526
Washington,SAN,.1828859,49,.1828859,94382,70419,96551
Washington,SKAGIT,.2701221,49,.2703176,85948,72780,88397
Washington,SKAMANIA,.2311558,49,.2311558,77041,73925,77360
Washington,SNOHOMISH,.2954954,49,.298051,109561,113293,108278
Washington,SPOKANE,.2653134,49,.266177,80940,69220,82662
Washington,STEVENS,.2525326,49,.2517007,66675,52928,68302
Washington,THURSTON,.3161741,49,.3185722,93918,87922,95368
Washington,WAHKIAKUM,.2836879,49,.2836879,71637,58789,72606
Washington,WALLA,.2855436,49,.2851012,76351,59215,80071
Washington,WHATCOM,.2368676,49,.2392786,84870,81491,85479
Washington,WHITMAN,.2552167,49,.2558327,60706,45608,64272
Washington,YAKIMA,.298575,.3035088,.3193379,72179,63149,79239
West Virginia,BARBOUR,.3512881,49,.3512881,56827,41930,57208
West Virginia,BERKELEY,.3849351,49,.3867925,77564,71139,78507
West Virginia,BOONE,.3564516,49,.3564516,52513,60546,52363
West Virginia,BRAXTON,.3890274,49,.3890274,54597,33602,55251
West Virginia,BROOKE,.3541985,49,.3537519,60771,53861,60931
West Virginia,CABELL,.2910581,49,.2920703,59375,50268,60262
West Virginia,CALHOUN,.3492064,49,.3492064,50297,41447,50453
West Virginia,CLAY,.3231939,49,.3206107,45212,80214,44910
West Virginia,DODDRIDGE,.3916667,49,.3916667,65148,39593,65584
West Virginia,FAYETTE,.3570248,49,.3546462,52802,41611,53579
West Virginia,GILMER,.3166667,49,.3166667,51440,32483,52598
West Virginia,GREENBRIER,.3504587,49,.3505535,55104,44489,55898
West Virginia,HAMPSHIRE,.3210059,49,.3210059,58075,54957,58125
West Virginia,HANCOCK,.3493976,49,.3493976,58679,48816,59094
West Virginia,HARDY,.3487298,49,.3487298,66790,123267,62518
West Virginia,HARRISON,.363993,49,.3650374,73744,89158,73145
West Virginia,KANAWHA,.3056916,49,.3090174,66290,62341,66796
West Virginia,LEWIS,.3963964,49,.3963964,57301,36787,57823
West Virginia,LOGAN,.3615465,49,.362395,53008,40489,53595
West Virginia,MCDOWELL,.3256637,49,.3284672,37916,30354,38477
West Virginia,MARION,.4105603,49,.4129842,64299,46386,65383
West Virginia,MARSHALL,.3969555,49,.3969555,63073,47969,63436
West Virginia,MASON,.3189543,49,.3193717,59868,41192,60160
West Virginia,MERCER,.3549399,49,.3438338,51597,45417,52166
West Virginia,MINERAL,.3800905,49,.3853318,61016,75348,60313
West Virginia,MINGO,.302267,49,.30869,47066,26306,47765
West Virginia,MONONGALIA,.3571937,49,.3601463,83925,63118,86070
West Virginia,MORGAN,.3202847,49,.3202847,67986,67158,68012
West Virginia,NICHOLAS,.3722084,49,.3735849,53287,45835,53521
West Virginia,OHIO,.3140614,49,.3145104,75415,72920,75543
West Virginia,PENDLETON,.3377193,49,.340708,55108,37007,55856
West Virginia,PLEASANTS,.365,49,.365,78502,76195,78536
West Virginia,POCAHONTAS,.3413655,49,.3413655,57786,52930,57837
West Virginia,PRESTON,.4213198,49,.4211597,65439,43342,65937
West Virginia,PUTNAM,.3694051,49,.3696145,80042,91699,79603
West Virginia,RALEIGH,.3805497,49,.3786957,63432,55458,64357
West Virginia,RANDOLPH,.3409091,49,.3409091,61113,46332,61604
West Virginia,RITCHIE,.3701493,49,.3701493,59849,78034,59570
West Virginia,ROANE,.3146341,49,.3146341,53771,46641,53926
West Virginia,SUMMERS,.3412463,49,.3402985,48929,40638,49502
West Virginia,TUCKER,.4377683,49,.4391304,56185,27752,56608
West Virginia,TYLER,.3545817,49,.3574297,60134,38135,60314
West Virginia,UPSHUR,.3585165,49,.3582296,57801,158602,56209
West Virginia,WAYNE,.3152082,49,.3160136,53315,46985,53445
West Virginia,WEBSTER,.3625498,49,.3625498,48138,86700,47995
West Virginia,WETZEL,.372849,49,.3737957,55125,50127,55222
West Virginia,WIRT,.3442623,49,.3442623,54877,14721,55496
West Virginia,WYOMING,.4025356,49,.4028893,55480,68018,55181
Wisconsin,ADAMS,.2952503,49,.2956298,59975,51616,60370
Wisconsin,ASHLAND,.2902584,49,.2895277,56108,46083,57660
Wisconsin,BARRON,.3283784,49,.3283784,69324,53992,69984
Wisconsin,BAYFIELD,.2809917,49,.2826087,69327,55192,71086
Wisconsin,BROWN,.3181818,49,.3271622,82270,68832,84219
Wisconsin,BUFFALO,.2857143,49,.2840095,69429,58271,69792
Wisconsin,BURNETT,.3139746,49,.3139746,65359,50117,66708
Wisconsin,CALUMET,.3361563,49,.3361563,89724,62204,91498
Wisconsin,CHIPPEWA,.3805128,49,.3805128,74108,110173,72996
Wisconsin,CLARK,.3158878,49,.3158878,68330,66101,68435
Wisconsin,COLUMBIA,.3690541,49,.3690541,83215,72757,83623
Wisconsin,CRAWFORD,.3161034,49,.3161034,66507,78380,66242
Wisconsin,DANE,.2904768,49,.2908636,100066,72800,105169
Wisconsin,DODGE,.3512599,49,.3509036,75835,74883,75888
Wisconsin,DOOR,.2520243,49,.2520243,82134,59759,83217
Wisconsin,DOUGLAS,.3305085,49,.3307365,67738,49103,68829
Wisconsin,DUNN,.4061489,49,.4071371,72092,68084,72245
Wisconsin,EAU,.3622022,49,.3623423,82285,60687,84230
Wisconsin,FLORENCE,.2556391,49,.2556391,70861,193084,67177
Wisconsin,FOND,.3327143,49,.3333333,80169,95998,79157
Wisconsin,FOREST,.3843648,49,.3843648,57147,47951,59096
Wisconsin,GRANT,.3687845,49,.3710692,66718,63288,66808
Wisconsin,GREEN,.2917317,49,.2917317,69055,71939,68892
Wisconsin,IOWA,.3461047,49,.3461047,81477,75588,81593
Wisconsin,IRON,.2876712,49,.2819149,56591,85305,55607
Wisconsin,JACKSON,.3188648,49,.3188648,64899,56891,65564
Wisconsin,JEFFERSON,.3263757,49,.3263757,85726,71760,86815
Wisconsin,JUNEAU,.3857494,49,.384901,69362,62256,69688
Wisconsin,KENOSHA,.3407508,49,.3433216,80630,61390,84344
Wisconsin,KEWAUNEE,.3261538,49,.3261538,74516,61084,75130
Wisconsin,LA,.3295711,49,.3300311,77894,67701,78685
Wisconsin,LAFAYETTE,.3727811,49,.3722772,70569,54281,71170
Wisconsin,LANGLADE,.3256881,49,.3251534,61063,33622,62129
Wisconsin,MANITOWOC,.2783056,49,.2778443,74016,44475,75864
Wisconsin,MARATHON,.3218132,49,.3223783,81127,73734,81676
Wisconsin,MARINETTE,.2505384,49,.2505384,62297,67681,62131
Wisconsin,MARQUETTE,.3583815,49,.3583815,63631,50585,64188
Wisconsin,MENOMINEE,.2631579,.2631579,49,63344,59498,83571
Wisconsin,MILWAUKEE,.2712862,.2370805,.2961446,71436,50585,86197
Wisconsin,MONROE,.374613,49,.375,72904,83777,72239
Wisconsin,OCONTO,.3420196,49,.3420196,72277,49391,73169
Wisconsin,ONEIDA,.320155,49,.3193473,77560,77141,77573
Wisconsin,OUTAGAMIE,.3331673,49,.3342228,80986,73974,81580
Wisconsin,OZAUKEE,.2957118,49,.2957118,122526,151519,120281
Wisconsin,PEPIN,.3080357,49,.3080357,70171,95601,69534
Wisconsin,PIERCE,.3781902,49,.3781902,87038,74244,87400
Wisconsin,POLK,.3596257,49,.3596257,72256,59968,72637
